ticket_id,channel,customer_message,sentiment_label,word_count,urgent_flag,text_length,cleaned_text
TKT01157,app,I want to cancel because the service quality is poor and unreliable. My ticket number is 81602.,negative,17,0,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT01158,phone,The router keeps failing and support has not resolved my issue. My ticket number is 37690.,negative,16,0,16,the router keeps failing and support has not resolved my issue my ticket number is 
TKT01159,app,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT01160,email,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT01161,email,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01162,email,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT01163,chat,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT01164,social,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT01165,chat,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT01166,chat,Can you confirm whether my ticket has been assigned? My ticket number is 65194.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT01167,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT01168,social,Please tell me how to update my account details. My ticket number is 45694. Please respond as soon as possible.,neutral,20,1,20,please tell me how to update my account details my ticket number is  please respond as soon as possible
TKT01169,chat,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT01170,social,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0,14,your support team resolved my issue quickly thank you i appreciate the quick response
TKT01171,social,I need help finding the invoice for my last order. My ticket number is 37251.,neutral,15,0,15,i need help finding the invoice for my last order my ticket number is 
TKT01172,app,The delivery was late and the package arrived damaged. My ticket number is 16910.,negative,14,1,14,the delivery was late and the package arrived damaged my ticket number is 
TKT01173,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01174,social,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0,15,the installation was completed on time and everything works perfectly i appreciate the quick response
TKT01175,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01176,social,I would like to know more about the available plans. My ticket number is 37026. Please respond as soon as possible.,neutral,21,1,21,i would like to know more about the available plans my ticket number is  please respond as soon as possible
TKT01177,chat,Please provide the steps to activate login. Please respond as soon as possible.,neutral,13,1,13,please provide the steps to activate login please respond as soon as possible
TKT01178,phone,The mobile app is working well and I am happy with the service.,positive,13,0,13,the mobile app is working well and i am happy with the service
TKT01179,app,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01180,phone,I am very unhappy because my router has not worked since three days ago. My ticket number is 32045.,negative,19,0,19,i am very unhappy because my router has not worked since three days ago my ticket number is 
TKT01181,social,I am very unhappy because my mobile app has not worked since last week.,negative,14,1,14,i am very unhappy because my mobile app has not worked since last week
TKT01182,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01183,social,Can you confirm whether my ticket has been assigned? My ticket number is 56078. Please respond as soon as possible.,neutral,20,1,20,can you confirm whether my ticket has been assigned my ticket number is  please respond as soon as possible
TKT01184,phone,I would like to know more about the available plans. My ticket number is 93399. Please respond as soon as possible.,neutral,21,1,21,i would like to know more about the available plans my ticket number is  please respond as soon as possible
TKT01185,email,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01186,social,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT01187,app,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01188,app,Please provide the steps to activate tracking.,neutral,7,0,7,please provide the steps to activate tracking
TKT01189,email,I have raised multiple tickets but nobody has fixed the problem. Please respond as soon as possible.,negative,17,1,17,i have raised multiple tickets but nobody has fixed the problem please respond as soon as possible
TKT01190,phone,I like the new tracking and it is easy to use.,positive,11,0,11,i like the new tracking and it is easy to use
TKT01191,phone,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1,16,billing is incorrect and i was charged twice this month please respond as soon as possible
TKT01192,social,Can someone explain the difference between the plans? My ticket number is 58618. Please respond as soon as possible.,neutral,19,1,19,can someone explain the difference between the plans my ticket number is  please respond as soon as possible
TKT01193,phone,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT01194,app,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT01195,social,The app crashes whenever I try to use notifications.,negative,9,0,9,the app crashes whenever i try to use notifications
TKT01196,social,I am satisfied with the plan and would recommend it to others. My ticket number is 65957.,positive,17,0,17,i am satisfied with the plan and would recommend it to others my ticket number is 
TKT01197,app,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT01198,email,Can you share the status of my account request?,neutral,9,0,9,can you share the status of my account request
TKT01199,phone,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT01200,social,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01201,email,I need help finding the invoice for my last order. Please respond as soon as possible.,neutral,16,1,16,i need help finding the invoice for my last order please respond as soon as possible
TKT01202,email,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01203,app,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT01204,email,The order is working well and I am happy with the service.,positive,12,0,12,the order is working well and i am happy with the service
TKT01205,chat,Please provide the steps to activate analytics.,neutral,7,0,7,please provide the steps to activate analytics
TKT01206,phone,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT01207,app,I am very unhappy because my order has not worked since this morning.,negative,13,0,13,i am very unhappy because my order has not worked since this morning
TKT01208,social,I am very unhappy because my mobile app has not worked since last week.,negative,14,0,14,i am very unhappy because my mobile app has not worked since last week
TKT01209,phone,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT01210,phone,The delivery was late and the package arrived damaged.,negative,9,0,9,the delivery was late and the package arrived damaged
TKT01211,app,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT01212,email,The dashboard is working well and I am happy with the service.,positive,12,0,12,the dashboard is working well and i am happy with the service
TKT01213,social,The mobile app keeps failing and support has not resolved my issue.,negative,12,1,12,the mobile app keeps failing and support has not resolved my issue
TKT01214,app,Can you share the status of my account request?,neutral,9,0,9,can you share the status of my account request
TKT01215,app,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01216,social,The delivery was late and the package arrived damaged. My ticket number is 46865. Please respond as soon as possible.,negative,20,1,20,the delivery was late and the package arrived damaged my ticket number is  please respond as soon as possible
TKT01217,chat,My refund is still pending and this experience is frustrating. My ticket number is 19429.,negative,15,1,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT01218,email,Please provide the steps to activate report download. Please respond as soon as possible.,neutral,14,1,14,please provide the steps to activate report download please respond as soon as possible
TKT01219,app,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01220,social,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01221,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01222,phone,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT01223,app,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01224,app,Please provide the steps to activate analytics. My ticket number is 29699. Please respond as soon as possible.,neutral,18,1,18,please provide the steps to activate analytics my ticket number is  please respond as soon as possible
TKT01225,email,I want to understand the warranty terms for this product. Please respond as soon as possible.,neutral,16,1,16,i want to understand the warranty terms for this product please respond as soon as possible
TKT01226,email,The internet speed is slow and customer care is not helping. Please respond as soon as possible.,negative,17,1,17,the internet speed is slow and customer care is not helping please respond as soon as possible
TKT01227,social,Can you share the status of my account request?,neutral,9,0,9,can you share the status of my account request
TKT01228,app,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT01229,email,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT01230,email,Can you share the status of my subscription request? My ticket number is 84792.,neutral,14,0,14,can you share the status of my subscription request my ticket number is 
TKT01231,social,The delivery was late and the package arrived damaged. My ticket number is 88644.,negative,14,0,14,the delivery was late and the package arrived damaged my ticket number is 
TKT01232,phone,Please provide the steps to activate payment.,neutral,7,0,7,please provide the steps to activate payment
TKT01233,app,I am checking if there is any scheduled maintenance today. My ticket number is 50162.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT01234,app,Great service and clear communication from the support team. My ticket number is 70497.,positive,14,0,14,great service and clear communication from the support team my ticket number is 
TKT01235,phone,Please provide the steps to activate login.,neutral,7,0,7,please provide the steps to activate login
TKT01236,chat,The installation was completed on time and everything works perfectly. I appreciate the quick response.,positive,15,0,15,the installation was completed on time and everything works perfectly i appreciate the quick response
TKT01237,phone,I like the new tracking and it is easy to use.,positive,11,0,11,i like the new tracking and it is easy to use
TKT01238,chat,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT01239,phone,I am very unhappy because my order has not worked since last week.,negative,13,1,13,i am very unhappy because my order has not worked since last week
TKT01240,app,I am checking if there is any scheduled maintenance today. Please respond as soon as possible.,neutral,16,1,16,i am checking if there is any scheduled maintenance today please respond as soon as possible
TKT01241,chat,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT01242,chat,The app crashes whenever I try to use analytics. My ticket number is 98106. Please respond as soon as possible.,negative,20,1,20,the app crashes whenever i try to use analytics my ticket number is  please respond as soon as possible
TKT01243,app,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01244,email,I am checking if there is any scheduled maintenance today. My ticket number is 36680.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT01245,app,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT01246,social,Great service and clear communication from the support team.,positive,9,0,9,great service and clear communication from the support team
TKT01247,social,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01248,app,The account is working well and I am happy with the service.,positive,12,0,12,the account is working well and i am happy with the service
TKT01249,chat,My refund is still pending and this experience is frustrating.,negative,10,1,10,my refund is still pending and this experience is frustrating
TKT01250,social,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT01251,chat,The subscription is working well and I am happy with the service. My ticket number is 43842.,positive,17,0,17,the subscription is working well and i am happy with the service my ticket number is 
TKT01252,chat,The product quality is bad and I regret purchasing it. My ticket number is 89726.,negative,15,0,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT01253,chat,The router is working well and I am happy with the service. I appreciate the quick response.,positive,17,0,17,the router is working well and i am happy with the service i appreciate the quick response
TKT01254,phone,The account keeps failing and support has not resolved my issue. My ticket number is 20990.,negative,16,0,16,the account keeps failing and support has not resolved my issue my ticket number is 
TKT01255,app,I am very unhappy because my router has not worked since last week. My ticket number is 17718.,negative,18,1,18,i am very unhappy because my router has not worked since last week my ticket number is 
TKT01256,phone,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT01257,app,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01258,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT01259,email,Billing is incorrect and I was charged twice this month. My ticket number is 50211.,negative,15,0,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT01260,social,The dashboard keeps failing and support has not resolved my issue. My ticket number is 17716.,negative,16,0,16,the dashboard keeps failing and support has not resolved my issue my ticket number is 
TKT01261,social,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT01262,app,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT01263,app,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01264,phone,I would like to know more about the available plans. Please respond as soon as possible.,neutral,16,1,16,i would like to know more about the available plans please respond as soon as possible
TKT01265,app,Please tell me how to update my account details. My ticket number is 13998. Please respond as soon as possible.,neutral,20,1,20,please tell me how to update my account details my ticket number is  please respond as soon as possible
TKT01266,email,The response from the team was helpful and professional. My ticket number is 35083.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT01267,email,The app crashes whenever I try to use analytics. My ticket number is 15858.,negative,14,0,14,the app crashes whenever i try to use analytics my ticket number is 
TKT01268,chat,The delivery was smooth and the product quality is excellent. My ticket number is 82406. I appreciate the quick response.,positive,20,0,20,the delivery was smooth and the product quality is excellent my ticket number is  i appreciate the quick response
TKT01269,phone,Billing is incorrect and I was charged twice this month. My ticket number is 62315.,negative,15,0,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT01270,phone,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01271,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01272,app,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01273,chat,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT01274,social,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT01275,social,Can you confirm whether my ticket has been assigned? Please respond as soon as possible.,neutral,15,1,15,can you confirm whether my ticket has been assigned please respond as soon as possible
TKT01276,social,I need information about the payment process. My ticket number is 43600.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT01277,email,I want to understand the warranty terms for this product. My ticket number is 19623.,neutral,15,0,15,i want to understand the warranty terms for this product my ticket number is 
TKT01278,email,The product quality is bad and I regret purchasing it. My ticket number is 26796.,negative,15,0,15,the product quality is bad and i regret purchasing it my ticket number is 
TKT01279,chat,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01280,social,Billing is incorrect and I was charged twice this month. My ticket number is 76916.,negative,15,1,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT01281,social,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT01282,phone,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT01283,app,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01284,app,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01285,chat,The response from the team was helpful and professional. My ticket number is 40284.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT01286,social,The internet speed is slow and customer care is not helping. Please respond as soon as possible.,negative,17,1,17,the internet speed is slow and customer care is not helping please respond as soon as possible
TKT01287,phone,The app experience is smooth and reliable. My ticket number is 99893. I appreciate the quick response.,positive,17,0,17,the app experience is smooth and reliable my ticket number is  i appreciate the quick response
TKT01288,email,The refund process was fast and convenient. I appreciate the quick response.,positive,12,0,12,the refund process was fast and convenient i appreciate the quick response
TKT01289,app,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01290,social,The app crashes whenever I try to use notifications. My ticket number is 24626.,negative,14,1,14,the app crashes whenever i try to use notifications my ticket number is 
TKT01291,email,Can you share the status of my subscription request?,neutral,9,0,9,can you share the status of my subscription request
TKT01292,app,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01293,chat,Please tell me how to update my account details. My ticket number is 46800.,neutral,14,0,14,please tell me how to update my account details my ticket number is 
TKT01294,social,The product quality is bad and I regret purchasing it. Please respond as soon as possible.,negative,16,1,16,the product quality is bad and i regret purchasing it please respond as soon as possible
TKT01295,chat,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01296,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT01297,phone,I am checking if there is any scheduled maintenance today. My ticket number is 64634.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT01298,app,I want to cancel because the service quality is poor and unreliable.,negative,12,1,12,i want to cancel because the service quality is poor and unreliable
TKT01299,app,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01300,phone,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01301,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01302,social,I like the new login and it is easy to use.,positive,11,0,11,i like the new login and it is easy to use
TKT01303,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 89605.,negative,17,0,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT01304,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01305,phone,The product quality is bad and I regret purchasing it.,negative,10,1,10,the product quality is bad and i regret purchasing it
TKT01306,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT01307,phone,The delivery was late and the package arrived damaged.,negative,9,1,9,the delivery was late and the package arrived damaged
TKT01308,phone,Can you share the status of my service plan request?,neutral,10,0,10,can you share the status of my service plan request
TKT01309,email,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT01310,email,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01311,email,I need information about the payment process. My ticket number is 87822.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT01312,chat,The router is working well and I am happy with the service.,positive,12,0,12,the router is working well and i am happy with the service
TKT01313,social,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01314,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01315,app,The app crashes whenever I try to use report download. My ticket number is 79988.,negative,15,0,15,the app crashes whenever i try to use report download my ticket number is 
TKT01316,email,The app crashes whenever I try to use video call.,negative,10,1,10,the app crashes whenever i try to use video call
TKT01317,social,The installation was completed on time and everything works perfectly. My ticket number is 73936.,positive,15,0,15,the installation was completed on time and everything works perfectly my ticket number is 
TKT01318,phone,Billing is incorrect and I was charged twice this month.,negative,10,0,10,billing is incorrect and i was charged twice this month
TKT01319,phone,I would like to know more about the available plans. My ticket number is 95878.,neutral,15,0,15,i would like to know more about the available plans my ticket number is 
TKT01320,app,Can you confirm whether my ticket has been assigned? My ticket number is 87712.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT01321,chat,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT01322,chat,Your support team resolved my issue quickly. Thank you. I appreciate the quick response.,positive,14,0,14,your support team resolved my issue quickly thank you i appreciate the quick response
TKT01323,app,Can you confirm whether my ticket has been assigned? My ticket number is 13329. Please respond as soon as possible.,neutral,20,1,20,can you confirm whether my ticket has been assigned my ticket number is  please respond as soon as possible
TKT01324,email,The service plan keeps failing and support has not resolved my issue.,negative,12,1,12,the service plan keeps failing and support has not resolved my issue
TKT01325,email,Can you share the status of my dashboard request?,neutral,9,0,9,can you share the status of my dashboard request
TKT01326,chat,Please provide the steps to activate notifications.,neutral,7,0,7,please provide the steps to activate notifications
TKT01327,app,The app crashes whenever I try to use profile update.,negative,10,0,10,the app crashes whenever i try to use profile update
TKT01328,email,I need information about the payment process. Please respond as soon as possible.,neutral,13,1,13,i need information about the payment process please respond as soon as possible
TKT01329,phone,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01330,phone,I like the new payment and it is easy to use. My ticket number is 89115.,positive,16,0,16,i like the new payment and it is easy to use my ticket number is 
TKT01331,social,I have raised multiple tickets but nobody has fixed the problem.,negative,11,1,11,i have raised multiple tickets but nobody has fixed the problem
TKT01332,email,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT01333,chat,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT01334,chat,Can you share the status of my mobile app request?,neutral,10,0,10,can you share the status of my mobile app request
TKT01335,social,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01336,chat,I need help finding the invoice for my last order.,neutral,10,0,10,i need help finding the invoice for my last order
TKT01337,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 24182.,negative,17,0,17,i want to cancel because the service quality is poor and unreliable my ticket number is 
TKT01338,app,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01339,phone,The response from the team was helpful and professional. My ticket number is 99973.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT01340,email,The router keeps failing and support has not resolved my issue.,negative,11,0,11,the router keeps failing and support has not resolved my issue
TKT01341,social,The internet speed is slow and customer care is not helping. My ticket number is 37010.,negative,16,0,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT01342,phone,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01343,social,Your support team resolved my issue quickly. Thank you. My ticket number is 19764.,positive,14,0,14,your support team resolved my issue quickly thank you my ticket number is 
TKT01344,app,The delivery was late and the package arrived damaged. Please respond as soon as possible.,negative,15,1,15,the delivery was late and the package arrived damaged please respond as soon as possible
TKT01345,phone,The delivery was late and the package arrived damaged. My ticket number is 73135.,negative,14,1,14,the delivery was late and the package arrived damaged my ticket number is 
TKT01346,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT01347,app,I like the new profile update and it is easy to use.,positive,12,0,12,i like the new profile update and it is easy to use
TKT01348,email,I am checking if there is any scheduled maintenance today.,neutral,10,0,10,i am checking if there is any scheduled maintenance today
TKT01349,chat,My refund is still pending and this experience is frustrating. My ticket number is 61109.,negative,15,1,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT01350,app,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT01351,chat,I would like to know more about the available plans.,neutral,10,0,10,i would like to know more about the available plans
TKT01352,app,Can you share the status of my dashboard request? My ticket number is 83997.,neutral,14,0,14,can you share the status of my dashboard request my ticket number is 
TKT01353,social,I need information about the payment process.,neutral,7,0,7,i need information about the payment process
TKT01354,app,Can you share the status of my router request? Please respond as soon as possible.,neutral,15,1,15,can you share the status of my router request please respond as soon as possible
TKT01355,phone,The delivery was smooth and the product quality is excellent. I appreciate the quick response.,positive,15,0,15,the delivery was smooth and the product quality is excellent i appreciate the quick response
TKT01356,chat,Your support team resolved my issue quickly. Thank you.,positive,9,0,9,your support team resolved my issue quickly thank you
TKT01357,email,Can you share the status of my mobile app request?,neutral,10,0,10,can you share the status of my mobile app request
TKT01358,social,Can someone explain the difference between the plans? Please respond as soon as possible.,neutral,14,1,14,can someone explain the difference between the plans please respond as soon as possible
TKT01359,app,The app crashes whenever I try to use analytics.,negative,9,1,9,the app crashes whenever i try to use analytics
TKT01360,chat,I need information about the payment process. My ticket number is 43255.,neutral,12,0,12,i need information about the payment process my ticket number is 
TKT01361,email,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT01362,social,My refund is still pending and this experience is frustrating.,negative,10,0,10,my refund is still pending and this experience is frustrating
TKT01363,app,The installation was completed on time and everything works perfectly.,positive,10,0,10,the installation was completed on time and everything works perfectly
TKT01364,email,The internet speed is slow and customer care is not helping. My ticket number is 55272.,negative,16,0,16,the internet speed is slow and customer care is not helping my ticket number is 
TKT01365,email,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01366,app,Billing is incorrect and I was charged twice this month. Please respond as soon as possible.,negative,16,1,16,billing is incorrect and i was charged twice this month please respond as soon as possible
TKT01367,app,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01368,social,The dashboard is working well and I am happy with the service. My ticket number is 95990.,positive,17,0,17,the dashboard is working well and i am happy with the service my ticket number is 
TKT01369,chat,The app experience is smooth and reliable. I appreciate the quick response.,positive,12,0,12,the app experience is smooth and reliable i appreciate the quick response
TKT01370,phone,The product quality is bad and I regret purchasing it.,negative,10,0,10,the product quality is bad and i regret purchasing it
TKT01371,email,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT01372,phone,I am checking if there is any scheduled maintenance today. My ticket number is 55146.,neutral,15,0,15,i am checking if there is any scheduled maintenance today my ticket number is 
TKT01373,phone,The delivery was smooth and the product quality is excellent.,positive,10,0,10,the delivery was smooth and the product quality is excellent
TKT01374,social,The response from the team was helpful and professional. My ticket number is 16714.,positive,14,0,14,the response from the team was helpful and professional my ticket number is 
TKT01375,phone,Can you confirm whether my ticket has been assigned?,neutral,9,0,9,can you confirm whether my ticket has been assigned
TKT01376,phone,Can someone explain the difference between the plans?,neutral,8,0,8,can someone explain the difference between the plans
TKT01377,app,Can you confirm whether my ticket has been assigned? My ticket number is 76515.,neutral,14,0,14,can you confirm whether my ticket has been assigned my ticket number is 
TKT01378,social,I want to understand the warranty terms for this product.,neutral,10,0,10,i want to understand the warranty terms for this product
TKT01379,social,Billing is incorrect and I was charged twice this month. My ticket number is 63708.,negative,15,0,15,billing is incorrect and i was charged twice this month my ticket number is 
TKT01380,chat,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01381,app,Please provide the steps to activate profile update.,neutral,8,0,8,please provide the steps to activate profile update
TKT01382,social,The subscription keeps failing and support has not resolved my issue. Please respond as soon as possible.,negative,17,1,17,the subscription keeps failing and support has not resolved my issue please respond as soon as possible
TKT01383,chat,Please tell me how to update my account details.,neutral,9,0,9,please tell me how to update my account details
TKT01384,social,I want to cancel because the service quality is poor and unreliable. My ticket number is 28756. Please respond as soon as possible.,negative,23,1,23,i want to cancel because the service quality is poor and unreliable my ticket number is  please respond as soon as possible
TKT01385,email,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01386,chat,The refund process was fast and convenient.,positive,7,0,7,the refund process was fast and convenient
TKT01387,social,The internet speed is slow and customer care is not helping. Please respond as soon as possible.,negative,17,1,17,the internet speed is slow and customer care is not helping please respond as soon as possible
TKT01388,social,The internet speed is slow and customer care is not helping.,negative,11,0,11,the internet speed is slow and customer care is not helping
TKT01389,social,My refund is still pending and this experience is frustrating. My ticket number is 85845.,negative,15,0,15,my refund is still pending and this experience is frustrating my ticket number is 
TKT01390,social,The response from the team was helpful and professional.,positive,9,0,9,the response from the team was helpful and professional
TKT01391,chat,I am satisfied with the plan and would recommend it to others.,positive,12,0,12,i am satisfied with the plan and would recommend it to others
TKT01392,social,Can you share the status of my service plan request?,neutral,10,0,10,can you share the status of my service plan request
TKT01393,chat,Please tell me how to update my account details. Please respond as soon as possible.,neutral,15,1,15,please tell me how to update my account details please respond as soon as possible
TKT01394,social,The app experience is smooth and reliable.,positive,7,0,7,the app experience is smooth and reliable
TKT01395,app,Please provide the steps to activate tracking.,neutral,7,0,7,please provide the steps to activate tracking
